Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,DOCU,GME,META,NVDA,SPY,AAPL,DOCU,GME,META,NVDA,SPY,AAPL,DOCU,GME,META,NVDA,SPY,AAPL,DOCU,GME,META,NVDA,SPY,AAPL,DOCU,GME,META,NVDA,SPY,AAPL,DOCU,GME,META,NVDA,SPY
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08,81.41551208496094,146.5399932861328,1.252500057220459,231.1547393798828,8.77956485748291,304.3294372558594,83.36499786376953,146.5399932861328,1.252500057220459,231.39999389648438,8.805000305175781,323.20001220703125,83.4000015258789,147.07000732421875,1.284999966621399,231.5500030517578,8.88962459564209,323.4100036621094,81.83000183105469,135.4199981689453,1.0674999952316284,227.41000366210938,8.685750007629395,319.6300048828125,82.5625,136.99000549316406,1.0700000524520874,229.02999877929688,8.877249717712402,320.2200012207031,95654400,4928400,40534800,15466500,387737240,73641200
2020-06-09,83.98645782470703,141.9199981689453,1.2400000095367432,238.4170379638672,9.019868850708008,302.0600891113281,85.99749755859375,141.9199981689453,1.2400000095367432,238.6699981689453,9.045999526977539,320.7900085449219,86.40249633789062,146.0500030517578,1.25,239.77000427246094,9.109746932983398,323.2799987792969,83.00250244140625,140.33999633789062,1.1375000476837158,230.41000366210938,8.751250267028809,319.3599853515625,83.03500366210938,145.41000366210938,1.25,231.52000427246094,8.800000190734863,320.29998779296875,147712400,4231200,32293600,27462900,468488840,77479200
2020-06-10,86.14723205566406,148.0500030517578,1.2675000429153442,236.47909545898438,9.339692115783691,300.37457275390625,88.20999908447266,148.0500030517578,1.2675000429153442,236.72999572753906,9.36674976348877,319.0,88.69249725341797,149.94000244140625,1.3825000524520874,241.2100067138672,9.5,322.3900146484375,86.52249908447266,143.66000366210938,1.1699999570846558,235.27999877929688,9.153499603271484,318.2200012207031,86.9749984741211,144.5,1.1950000524520874,240.9600067138672,9.167750358581543,321.4200134277344,166651600,4206300,42425600,20720700,632181480,95000800
2020-06-11,82.0112533569336,148.89999389648438,1.0924999713897705,224.19212341308594,8.770842552185059,283.0582580566406,83.9749984741211,148.89999389648438,1.0924999713897705,224.42999267578125,8.796250343322754,300.6099853515625,87.76499938964844,154.0,1.225000023841858,232.88999938964844,9.261249542236328,312.1499938964844,83.87000274658203,144.2899932861328,1.0449999570846558,223.5500030517578,8.78600025177002,300.010009765625,87.32749938964844,145.0,1.159999966621399,229.94000244140625,9.149999618530273,311.4599914550781,201662400,5593900,24944000,26708200,583650240,209243600
2020-06-12,82.71930694580078,150.60000610351562,1.1799999475479126,228.33773803710938,8.906697273254395,286.4480285644531,84.69999694824219,150.60000610351562,1.1799999475479126,228.5800018310547,8.932499885559082,304.2099914550781,86.94999694824219,155.13999938964844,1.1950000524520874,231.66000366210938,9.187250137329102,309.0799865722656,83.55500030517578,146.27999877929688,1.097499966621399,224.5,8.70334529876709,298.6000061035156,86.18000030517578,152.05999755859375,1.149999976158142,229.89999389648438,9.162500381469727,308.239990234375,200146000,3986800,17512800,22091400,570908160,194678900
2020-06-15,83.7422866821289,162.69000244140625,1.1725000143051147,232.25357055664062,9.147249221801758,289.1222839355469,85.74749755859375,162.69000244140625,1.1725000143051147,232.5,9.173749923706055,307.04998779296875,86.41999816894531,163.6999969482422,1.1924999952316284,233.77000427246094,9.182250022888184,308.2799987792969,83.1449966430664,152.86300659179688,1.1050000190734863,224.8000030517578,8.743749618530273,296.739990234375,83.3125,154.8800048828125,1.125,225.08999633789062,8.815250396728516,298.0199890136719,138808800,8193800,15636000,15340300,400002160,135782700
2020-06-16,85.96166229248047,163.0500030517578,1.159999966621399,235.40023803710938,9.042303085327148,294.6872863769531,88.0199966430664,163.0500030517578,1.159999966621399,235.64999389648438,9.068499565124512,312.9599914550781,88.30000305175781,165.0800018310547,1.2374999523162842,238.4600067138672,9.26675033569336,315.6400146484375,86.18000030517578,158.1840057373047,1.127500057220459,233.0,8.838751792907715,307.6700134277344,87.86499786376953,164.94000244140625,1.2374999523162842,237.13999938964844,9.225000381469727,315.4800109863281,165428800,5554100,12485200,15236700,535715000,137627500
2020-06-17,85.8420181274414,161.7100067138672,1.190000057220459,235.28036499023438,9.209321975708008,293.46307373046875,87.89749908447266,161.7100067138672,1.190000057220459,235.52999877929688,9.236000061035156,311.6600036621094,88.8499984741211,167.8679962158203,1.2074999809265137,237.58999633789062,9.298999786376953,314.3900146484375,87.77249908447266,160.92999267578125,1.1325000524520874,231.72999572753906,9.070249557495117,310.8599853515625,88.7874984741211,164.27000427246094,1.1349999904632568,235.0,9.113750457763672,314.07000732421875,114406400,6212900,14374000,19578100,408305640,83398900
2020-06-18,85.87621307373047,162.3000030517578,1.2374999523162842,235.68992614746094,9.191373825073242,293.5761413574219,87.93250274658203,162.3000030517578,1.2374999523162842,235.94000244140625,9.218000411987305,311.7799987792969,88.36250305175781,163.60000610351562,1.2374999523162842,236.13999938964844,9.282500267028809,312.29998779296875,87.30500030517578,160.41000366210938,1.162500023841858,232.14999389648438,9.114500045776367,309.510009765625,87.85250091552734,161.7100067138672,1.1675000190734863,234.99000549316406,9.22700023651123,310.010009765625,96820400,5971900,13695200,15782500,254409520,80828700
2020-06-19,85.38545227050781,161.4199981689453,1.2200000286102295,238.53689575195312,9.23449993133545,291.8983154296875,87.43000030517578,161.4199981689453,1.2200000286102295,238.7899932861328,9.261249542236328,308.6400146484375,89.13999938964844,165.0,1.2699999809265137,240.8300018310547,9.444999694824219,314.3800048828125,86.2874984741211,160.0,1.1725000143051147,235.5500030517578,9.227336883544922,306.5299987792969,88.66000366210938,163.07000732421875,1.2374999523162842,237.7899932861328,9.242500305175781,314.1700134277344,264476000,14150300,29466400,30081300,524160520,135549600
2020-06-22,87.61946105957031,168.3000030517578,1.2174999713897705,238.96646118164062,9.499232292175293,293.7708740234375,89.71749877929688,168.3000030517578,1.2174999713897705,239.22000122070312,9.526749610900879,310.6199951171875,89.86499786376953,169.85000610351562,1.2374999523162842,240.6999969482422,9.53125,311.04998779296875,87.7874984741211,163.49000549316406,1.1799999475479126,236.91000366210938,9.273300170898438,306.75,87.83499908447266,164.3300018310547,1.1974999904632568,238.55999755859375,9.300000190734863,307.989990234375,135445200,5687700,12715600,18917800,398466480,74649400
2020-06-23,89.48968505859375,166.8000030517578,1.2074999809265137,241.98326110839844,9.422704696655273,295.1233215332031,91.63249969482422,166.8000030517578,1.2074999809265137,242.24000549316406,9.449999809265137,312.04998779296875,93.09500122070312,171.1999969482422,1.247499942779541,245.19000244140625,9.642499923706055,314.5,90.56749725341797,165.38999938964844,1.2000000476837158,239.86000061035156,9.407500267028809,311.6099853515625,91.0,170.33999633789062,1.2374999523162842,241.27999877929688,9.550999641418457,313.489990234375,212155600,6113700,12821600,24017900,375107400,68471200
2020-06-24,87.91001892089844,163.91000366210938,1.1024999618530273,233.77197265625,9.208824157714844,287.5951843261719,90.01499938964844,163.91000366210938,1.1024999618530273,234.02000427246094,9.23550033569336,304.0899963378906,92.19750213623047,172.2100067138672,1.2100000381469727,243.22000122070312,9.556380271911621,310.510009765625,89.62999725341797,163.72999572753906,1.0950000286102295,232.67999267578125,9.14450454711914,302.1000061035156,91.25,167.41000366210938,1.2074999809265137,241.1999969482422,9.476249694824219,309.8399963378906,192623200,5546100,11904800,20834900,449370880,132813500
2020-06-25,89.07707214355469,168.39999389648438,1.1150000095367432,235.43019104003906,9.462586402893066,290.6783142089844,91.20999908447266,168.39999389648438,1.1150000095367432,235.67999267578125,9.489999771118164,307.3500061035156,91.25,169.8000030517578,1.1349999904632568,237.3000030517578,9.505000114440918,307.6400146484375,89.39250183105469,161.6300048828125,1.0750000476837158,232.74000549316406,9.182250022888184,301.2799987792969,90.17500305175781,165.0,1.0824999809265137,234.6199951171875,9.35575008392334,303.4700012207031,137522400,3364900,9803200,18704300,376072000,89468000
2020-06-26,86.340087890625,177.5800018310547,1.087499976158142,215.85098266601562,9.12855339050293,283.7742614746094,88.40750122070312,177.5800018310547,1.087499976158142,216.0800018310547,9.154999732971191,300.04998779296875,91.33000183105469,180.4510040283203,1.125,233.08999633789062,9.5,306.3900146484375,88.25499725341797,164.22000122070312,1.0674999952316284,215.39999389648438,9.125,299.4200134277344,91.10250091552734,168.77000427246094,1.1200000047683716,232.63999938964844,9.5,306.1600036621094,205256800,8570600,15204800,76343900,592085760,127961000
2020-06-29,88.32996368408203,171.6699981689453,1.0950000286102295,220.40614318847656,9.173425674438477,287.945068359375,90.44499969482422,171.6699981689453,1.0950000286102295,220.63999938964844,9.199999809265137,304.4599914550781,90.5425033569336,177.0,1.1299999952316284,220.75,9.204500198364258,304.6099853515625,87.81999969482422,166.61300659179688,1.0750000476837158,207.11000061035156,8.899999618530273,298.92999267578125,88.3125,176.24000549316406,1.087499976158142,209.75,9.169750213623047,301.4100036621094,130646000,5126900,8524800,58514300,342248120,79773300
2020-06-30,89.06730651855469,172.2100067138672,1.0850000381469727,226.829345703125,9.470314025878906,291.63348388671875,91.19999694824219,172.2100067138672,1.0850000381469727,227.07000732421875,9.497750282287598,308.3599853515625,91.49500274658203,174.47999572753906,1.127500057220459,227.5,9.526249885559082,310.20001220703125,90.0,169.77000427246094,1.0499999523162842,218.47000122070312,9.266502380371094,303.82000732421875,90.0199966430664,172.35800170898438,1.0824999809265137,220.58999633789062,9.31399154663086,303.989990234375,140223200,3462400,15556000,33927100,367892000,113394800
2020-07-01,88.8988265991211,178.9600067138672,1.1100000143051147,237.29823303222656,9.502470970153809,293.6763000488281,91.02749633789062,178.9600067138672,1.1100000143051147,237.5500030517578,9.529999732971191,310.5199890136719,91.83999633789062,180.3800048828125,1.125,239.0,9.575672149658203,311.8900146484375,90.97750091552734,170.8000030517578,1.0774999856948853,227.55999755859375,9.413000106811523,309.07000732421875,91.27999877929688,171.25,1.0774999856948853,228.5,9.520750045776367,309.57000732421875,110737200,3770500,9214800,43399700,326646800,72396500
2020-07-02,88.8988265991211,190.99000549316406,1.0724999904632568,233.17259216308594,9.58448600769043,295.2935791015625,91.02749633789062,190.99000549316406,1.0724999904632568,233.4199981689453,9.612250328063965,312.2300109863281,92.61750030517578,199.49000549316406,1.127500057220459,240.0,9.737500190734863,315.70001220703125,90.91000366210938,178.51499938964844,1.0724999904632568,232.61000061035156,9.57824993133545,311.510009765625,91.9625015258789,181.0,1.122499942779541,239.0,9.638999938964844,314.239990234375,114041600,13225100,7550400,30633600,364054080,69344200
